Time,Reporter,Type,Content,Screenshot,RTF Note
2011-04-05 10:37:04,,(Rapid Reporter version),"1.11.03.20",,
2011-04-05 10:37:04,,Session Reporter,"",,
2011-04-05 10:37:04,,Session Charter,"asdsada",,
2011-04-05 10:37:10,,autogenerated,"screenshot saved",1_20110405_103710.jpg,
2011-04-05 10:37:13,,autogenerated,"screenshot saved",2_20110405_103713.jpg,
2011-04-05 10:37:13,,autogenerated,"screenshot saved",3_20110405_103713.jpg,
2011-04-05 10:37:14,,autogenerated,"screenshot saved",4_20110405_103714.jpg,
2011-04-05 10:37:14,,autogenerated,"screenshot saved",5_20110405_103714.jpg,
2011-04-05 10:37:16,,autogenerated,"screenshot saved",6_20110405_103716.jpg,
2011-04-05 10:37:50,,autogenerated,"screenshot saved",7_20110405_103749.jpg,
2011-04-05 10:38:28,,autogenerated,"screenshot saved",8_20110405_103828.jpg,
2011-04-05 10:38:30,,autogenerated,"screenshot saved",9_20110405_103830.jpg,
2011-04-05 10:38:32,,autogenerated,"screenshot saved",10_20110405_103832.jpg,
2011-04-05 10:39:23,,Session End. Duration,"00:02:18",,
